,story_item,timestep,LastAdoptionPropensity,type
66,6,45.5026,0.23507667075778446,sw_linear
67,7,46.3226,0.2382928675088579,sw_linear
68,8,45.8712,0.24034085609679368,sw_linear
69,9,45.668800000000005,0.2413381413508564,sw_linear
70,10,45.502399999999994,0.2413381413508564,sw_linear
71,11,46.1536,0.24034085609679368,sw_linear
72,12,45.7636,0.2382928675088579,sw_linear
73,13,46.062799999999996,0.23507667075778446,sw_linear
74,14,46.5346,0.2304843774683989,sw_linear
75,15,46.032399999999996,0.22416140155189157,sw_linear
76,16,46.132799999999996,0.2154801345883641,sw_linear
77,17,46.365,0.20321492390269238,sw_linear
78,18,46.9326,0.18447459467403773,sw_linear
79,19,47.305,0.14904508648157508,sw_linear
80,0,44.3988,0.36296920551961664,sw_binary
81,1,44.109399999999994,0.42189476711569096,sw_binary
82,2,43.880199999999995,0.378716404808932,sw_binary
83,3,44.1444,0.40335625845136713,sw_binary
84,4,43.651,0.3557175958002061,sw_binary
85,5,44.2878,0.31561446181158503,sw_binary
86,6,44.273199999999996,0.31561446181158503,sw_binary
87,7,44.424,0.3283846822223663,sw_binary
88,8,44.5356,0.3283846822223663,sw_binary
89,9,44.63,0.26825383635901323,sw_binary
90,10,45.702200000000005,0.234423470591752,sw_binary
91,11,45.5066,0.2147305607612548,sw_binary
92,12,45.514799999999994,0.2147305607612548,sw_binary
93,13,45.3464,0.2147305607612548,sw_binary
94,14,45.3622,0.2147305607612548,sw_binary
95,15,45.1866,0.22119530017368647,sw_binary
96,16,45.596000000000004,0.22119530017368647,sw_binary
97,17,45.7716,0.22119530017368647,sw_binary
98,18,45.18,0.22119530017368647,sw_binary
99,19,46.2522,0.1988154542715119,sw_binary
100,0,37.4148,0.7201085268004914,sw_random
101,1,37.2196,0.8153266136030829,sw_random
102,2,37.3586,0.7711824455558166,sw_random
103,3,37.4756,0.7941296281990528,sw_random
104,4,37.403600000000004,0.7711824455558166,sw_random
105,5,37.747800000000005,0.6824383021930648,sw_random
106,6,36.93,0.7941296281990528,sw_random
107,7,37.8188,0.7464939833376623,sw_random
108,8,37.7578,0.7201085268004914,sw_random
109,9,38.2846,0.7109495026250039,sw_random
110,10,37.0146,0.8153266136030829,sw_random
111,11,38.1132,0.7711824455558166,sw_random
112,12,37.359,0.7201085268004914,sw_random
113,13,37.361799999999995,0.7711824455558166,sw_random
114,14,37.5446,0.7464939833376623,sw_random
115,15,37.8504,0.6318124177361018,sw_random
116,16,37.3514,0.7109495026250039,sw_random
117,17,37.816,0.621283595191068,sw_random
118,18,38.2156,0.6824383021930648,sw_random
119,19,37.9728,0.6921095043017883,sw_random
